Sector,Transaction,Country,Position,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013
S14_15,F_LI,EE,LIAB,167.3593752,236.5856479,400.1146458,460.9971409,523.5306912,653.6858833,834.7742335,1398.686452,2912.681363,4462.604387,5941.295904,9698.500587,13459.97067,13673.23366,13507.40234,12341.10259,10729.79514,10747.89837,..
S14_15,F2,EE,LIAB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..
S14_15,F3,EE,LIAB,0,0,0,0,0,0,0,0,0,1.091201366,0.236700301,1.316854348,15.59041568,24.51561792,8.352303202,1.736922642,2.975970001,2.242979999,..
S14_15,F4,EE,LIAB,70.30185827,155.0824582,312.0370356,346.302079,378.7478613,496.8459233,667.6248213,1152.931628,2018.362983,3198.720405,4271.493631,7450.893586,11099.19933,11748.33497,11617.47773,10396.81811,9864.046653,9912.124437,..
S14_15,F5,EE,LIAB,0,9.055909966,11.45991211,18.0851827,26.04080066,27.07024222,35.90617002,46.72065291,617.8147561,913.6083439,1292.975394,1697.55694,1504.180955,1071.360682,982.6916733,1105.083629,22.51386001,26.38799999,..
S14_15,F6,EE,LIAB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..
S14_15,F7,EE,LIAB,97.05751695,72.44727972,76.61769814,96.60987918,118.7420292,129.676693,131.1548033,198.9294168,276.5036245,349.048037,376.5901788,548.7332068,840.9999705,829.0223899,898.8806308,837.5975419,840.2586603,807.1429498,..
S2,BF90,EE,ASS,24.8445402,594.9229741,1739.832943,2155.287063,2788.477086,2761.443781,2952.353876,4357.696055,7289.961952,11404.14548,11321.02034,13029.61535,17581.57651,17555.29585,16304.27187,13927.4474,12106.76352,12817.3113,..
S2,F_AS,EE,ASS,1321.128902,1989.407332,3819.424995,4542.881215,5298.146682,5513.305998,6172.412128,8747.551842,13894.14953,20905.23577,22847.3782,29954.22248,42313.41772,41743.89797,40294.53476,37656.08206,36108.73792,41078.72735,..
S2,F2,EE,ASS,85.86382301,176.2129147,293.3737501,336.9677912,384.5793919,475.4501992,454.2218946,791.0036999,1326.284371,2205.863562,2115.62729,3662.830369,12817.23372,13744.5262,13342.37235,10267.7514,10100.1834,7967.064958,..
S2,F3,EE,ASS,36.1747426,89.30133438,381.2330763,401.7244131,271.1661752,340.0059632,368.7899728,750.8826011,1453.377693,2584.646836,2198.235695,2042.046037,2207.367534,2278.261734,1069.814836,830.6498513,1002.64311,1565.86392,..
S2,F4,EE,ASS,698.9233288,851.3813133,1466.977893,1750.062292,1793.195675,1496.584388,1741.183929,2224.887774,3166.615836,3884.131263,5458.54564,8465.00312,7750.642785,8195.965575,8345.966972,8028.858109,7698.705003,9540.977217,..
S2,F5,EE,ASS,368.9823746,517.6961864,1256.11551,1617.398726,2418.275434,2496.229827,2889.473859,4043.745838,6758.136924,10708.09541,11383.50922,12856.71237,16707.18952,14868.44048,15448.73681,15598.50059,16140.88495,18966.77081,..
S2,F6,EE,ASS,0.273016925,0.503106109,0.545710101,0.933428784,0.904892687,0.930248873,1.061266109,1.361812753,1.765185017,2.046002562,1.775252257,2.106966957,2.353270292,2.254309694,2.304083642,2.404969812,2.329020001,2.374919999,..
S2,F7,EE,ASS,130.9116157,354.4382539,421.0699137,435.9112423,430.1256572,704.2914221,717.6812061,935.6701162,1188.095601,1520.589104,1689.685098,2925.391934,2828.483811,2654.449664,2085.195696,2927.917137,1163.99244,3035.675519,..
S2,F_LI,EE,LIAB,1296.284361,1394.484358,2079.592052,2387.594152,2509.669595,2751.955242,3220.058252,4389.855787,6604.187573,9501.090296,11526.35785,16924.47545,24731.84121,24188.60212,23990.11888,23728.63465,24001.9744,28261.41605,..
S2,F2,EE,LIAB,519.005175,492.9182105,959.7949251,890.0243459,855.7268509,806.9908977,683.8975683,1003.865509,818.5415095,957.5291989,1808.271949,1646.067935,4382.818839,4261.068004,3601.858753,4094.995543,6643.400162,7859.797738,..
S2,F3,EE,LIAB,481.1923309,481.2209934,326.6620663,619.446677,787.7593558,858.9918097,1074.443496,1366.94574,2419.059982,3244.414462,3634.05972,5402.131592,6572.536845,6217.104347,6597.311493,4901.194868,3531.053101,3796.441559,..
S2,F4,EE,LIAB,154.3910713,195.0793938,396.6221012,428.443812,433.0414225,520.5672696,705.1228905,979.0386146,1536.089219,2491.89472,2289.838711,3197.717413,3825.976256,4580.19372,4836.127559,5180.973023,4857.171212,5891.912638,..
S2,F5,EE,LIAB,13.5143378,52.32303536,156.5096569,120.762349,133.019225,199.9104829,308.4746823,481.0341663,931.8916045,1592.335594,2539.912579,4681.548892,7356.911249,5943.205719,6013.946316,6107.821667,5372.014022,6200.520298,..
S2,F6,EE,LIAB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..
S2,F7,EE,LIAB,128.1814464,172.8169485,240.0033023,328.8002893,300.1227412,365.4947824,448.1196145,558.9717577,898.4791738,1214.916321,1254.393245,1997.141304,2593.450941,3187.03033,2941.018764,3443.649552,3598.335901,4512.743819,..
S1,BF90,FI,ASS,-56231.11467,-54645.81538,-51171.64604,-99433.46702,-214621.7394,-187429.6846,-101581.2819,-52037.54272,-35182.12802,-25452.20062,-30949.42951,-30873.11399,-76684.63319,-12903.84239,-1210.104,12681.87421,45190.75142,25471.01699,..
S1,F_AS,FI,ASS,413494.6512,410352.547,386343.5693,452240.6712,500835.2933,495197.2122,485113.3474,597259.819,807716.2864,965449.6701,937947.6184,1154200.362,1404396.649,1376337.023,1529776.021,1632820.367,1760026.182,1806172.838,..
S1,F1,FI,ASS,976.7224984,878.307194,786.4461066,922.8949041,748.4270001,568.5355002,671.5505998,747.7231003,852.5250004,856.7609006,970.8931003,1194.518999,1561.8981,1601.846699,3624.549601,4071.401402,4199.999401,4354.019999,..
S1,F2,FI,ASS,90453.23383,82009.0535,79152.45521,85310.02478,82302.85961,80460.33502,86988.71647,104535.4647,143085.2701,161438.8163,152879.6824,172433.4929,219195.69,232920.4787,263297.0214,296464.0304,330300.3226,327331.2653,..
S1,F3,FI,ASS,59636.00204,62062.77394,55782.83074,62601.67646,62393.69681,65909.17602,65232.06338,83663.18863,124600.0021,163697.1781,155420.7562,183700.4279,223810.7235,290962.7188,304915.9554,350606.8544,455413.9832,409755.5027,..
S1,F4,FI,ASS,135273.3378,129381.3074,110604.8152,119787.3249,112166.6038,117339.772,119956.3869,164770.6954,217873.8151,251694.2866,233946.3071,280582.8989,339416.2085,358970.9227,367063.4395,346082.4812,385403.6419,432585.0809,..
S1,F5,FI,ASS,83722.57908,93893.08757,96235.99512,134347.1296,197108.5476,178080.9511,156852.8926,177640.3418,237222.9751,290729.3484,305715.716,409068.1018,488414.81,358077.4513,459934.5997,502763.9571,450466.1096,485924.4647,..
S1,F6,FI,ASS,13807.80046,15366.5349,15742.08441,19763.48518,20251.7314,25326.34901,26164.91569,32913.44951,42906.63602,49538.21493,46860.04341,56005.42498,65094.78989,57953.17137,64499.98381,61054.98664,57202.02512,65187.59578,..
S1,F7,FI,ASS,29624.97556,26761.48246,28038.94257,29508.1353,25863.427,27512.09351,29246.82179,32988.95591,41175.06302,47495.06493,42154.22011,51215.49598,66902.52869,75850.43336,66440.47201,71776.65544,77040.09993,81034.90918,..
S1,F_LI,FI,LIAB,469725.7659,464998.3624,437515.2154,551674.1382,715457.0327,682626.8967,586694.6293,649297.3618,842898.4144,990901.8708,968897.0479,1185073.475,1481081.282,1389240.865,1530986.125,1620138.492,1714835.43,1780703.141,..
S1,F2,FI,LIAB,78342.42051,72571.73232,66628.54776,75505.87069,69362.60701,70131.78502,79353.13327,96075.60184,117039.6841,141328.7719,131615.5899,155383.6109,202759.6935,232324.8311,259715.6898,318230.7284,392680.5355,411929.8739,..
S1,F3,FI,LIAB,118299.374,114857.2304,102982.7594,105816.7262,90772.64221,84859.73903,78684.22657,98320.86854,144968.4031,185902.1323,172525.2265,196445.0369,235715.5962,313561.1434,333671.7721,364694.411,472379.6,451579.1633,..
S1,F4,FI,LIAB,140863.5735,131625.728,112749.1696,123979.4379,119473.0596,125492.813,123967.1832,163513.3041,209820.9271,241599.7635,230741.0622,279365.9909,342298.5803,375721.4239,391922.4331,356703.935,359640.799,388411.5689,..
S1,F5,FI,LIAB,90691.95791,106044.7109,113369.9904,197465.6739,392592.657,349855.9036,254394.2953,228169.8539,289465.7071,327560.5324,346771.6354,446461.6828,569321.426,343250.2795,404941.1353,422001.3566,349699.7653,376080.4565,..
S1,F6,FI,LIAB,14170.66105,15759.59658,16031.65452,20794.88733,21421.0858,26696.04501,27564.42009,34300.87961,44570.00702,51371.60153,48419.60681,57641.13898,67074.76439,59490.99986,66482.24941,63438.76744,59228.27252,65318.21638,..
S1,F7,FI,LIAB,27357.77892,24139.36419,25753.09363,28111.54212,21834.981,25590.61101,22731.37089,28916.85381,37033.68602,43139.06913,38823.92701,49776.01498,63911.22149,64892.18756,74252.84581,95069.29386,81206.45793,87383.86198,..
S11,BF90,FI,ASS,-116561.4627,-125011.5371,-119278.7564,-198597.4161,-377834.0784,-324988.2911,-228087.4903,-196722.487,-231665.7751,-258914.7787,-273980.6063,-342477.9479,-445229.2844,-270865.1791,-309641.1234,-313044.9362,-239714.3836,-254646.8387,..
S11,F_AS,FI,ASS,59168.10286,58877.30995,58601.75193,62885.19538,69062.23161,84810.42253,83073.98187,112999.5224,151725.4531,165747.1386,154967.7514,180776.6879,232566.7743,243814.7063,243304.3746,248093.5903,250695.7129,267426.5471,..
S11,F2,FI,ASS,12075.34575,11752.15996,10632.92686,12044.30353,11318.8282,10141.5195,11039.1638,13254.51931,21294.18001,19998.35221,15592.0949,18802.80899,26527.242,32117.65258,32923.47241,38529.32702,35912.19451,40673.14379,..
S11,F3,FI,ASS,11660.64793,8868.85413,8529.156101,9414.461418,8791.254601,7363.977002,5445.552698,7933.415503,7733.349004,8746.044106,7248.076802,6777.281997,8058.275399,12000.62909,9686.594401,11353.69141,12037.1517,11075.0436,..
S11,F4,FI,ASS,8251.668147,10186.31492,9346.31419,10879.89252,12451.0124,18774.69851,23817.13249,40896.15392,53645.92503,54336.89324,50769.56921,47264.49598,59687.76659,59269.71957,51547.54921,48764.61903,45343.43162,54125.74618,..
S11,F5,FI,ASS,12390.46153,13844.22112,16526.3368,19457.79812,24757.3624,35730.26951,29142.82839,34731.89531,46681.74302,56321.47294,56336.57352,75728.81697,97704.74908,101226.6911,110115.1422,113866.9555,115031.5917,118284.21,..
S11,F6,FI,ASS,2482.730373,2255.943551,1847.106337,2212.147583,1857.5054,1745.618001,1686.808199,2305.042601,2864.484001,3324.886102,2720.388201,3368.885999,2777.852699,2584.386898,2646.3822,2534.771401,2677.079101,3817.024199,..
S11,F7,FI,ASS,12307.24914,11969.81626,11719.91164,8876.5922,9886.268601,11054.34,11942.4963,13878.49581,19505.77201,23019.49002,22301.04881,28834.39799,37810.88849,36615.62698,36385.23421,33044.22602,39694.26421,39451.37939,..
S11,F_LI,FI,LIAB,175729.5656,183888.847,177880.5083,261482.6114,446896.31,409798.7136,311161.4722,309722.0094,383391.2282,424661.9173,428948.3577,523254.6358,677796.0587,514679.8854,552945.4981,561138.5265,490410.0965,522074.7053,..
S11,F2,FI,LIAB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..
S11,F3,FI,LIAB,6984.384346,6819.0439,6643.659787,6697.113463,7878.073201,10306.218,11685.1567,15544.88011,22515.50101,25178.41852,26762.67421,28973.99999,34573.74059,36067.29718,43583.91241,40211.60282,42359.69821,54340.80838,..
S11,F4,FI,LIAB,73139.59983,70852.24754,60170.25672,66978.1351,64431.02561,69509.28052,66474.69638,89101.74684,107233.7521,119620.9842,112372.3235,132158.3159,166706.4924,195707.8124,188760.3774,181799.3635,177634.3555,187166.1257,..
S11,F5,FI,LIAB,83542.51292,96453.74995,100381.0158,176624.1168,366522.2824,320926.6586,223776.1707,192304.3139,235375.2061,260843.5123,273903.9258,343331.3639,452692.8314,258058.7557,294702.1014,308596.7264,244851.1666,256971.6215,..
S11,F6,FI,LIAB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..
S11,F7,FI,LIAB,12063.06851,9763.805629,10685.57597,11183.24609,8064.928801,9056.556503,9225.448397,12771.06861,18266.76901,19019.00231,15909.4342,18790.95599,23822.9943,24846.02009,25899.1068,30530.83382,25564.87621,23596.14959,..
S12,BF90,FI,ASS,1765.194013,4291.670138,1491.724833,1351.090138,7033.204601,6732.167502,4035.472699,5764.703902,4675.626002,1969.596601,2414.845901,3721.841998,8583.815098,3920.418898,-592.0866001,8793.532205,18554.52601,7296.281998,..
S12,F_AS,FI,ASS,160282.0718,157356.5438,146676.0379,164072.2794,166468.2476,172637.5261,175606.9566,213899.1443,293138.5111,365248.4773,357043.2833,443618.2798,550437.3272,618845.8469,682595.1763,766432.2946,934320.0147,925016.8263,..
S12,F1,FI,ASS,976.7224984,878.307194,786.4461066,922.8949041,748.4270001,568.5355002,671.5505998,747.7231003,852.5250004,856.7609006,970.8931003,1194.518999,1561.8981,1601.846699,3624.549601,4071.401402,4199.999401,4354.019999,..
S12,F2,FI,ASS,18729.6088,15675.09472,18610.36414,20460.03165,22165.4944,23801.25951,31709.17399,36151.83512,47098.53302,55027.47794,56019.23422,59014.76997,75024.10439,76355.62046,101993.0394,127069.9477,156885.3751,148241.187,..
S12,F3,FI,ASS,26855.77629,29409.20736,29481.30886,31565.10586,32010.5744,33202.10101,30777.63989,37736.42082,69913.36503,93452.31896,91040.98813,109903.65,143509.1406,210978.9365,217655.9322,273866.216,378342.8296,331428.0023,..
S12,F4,FI,ASS,87772.70351,87179.03083,75257.5178,82232.15277,77216.56981,78481.16152,77580.83897,101436.5562,138607.9351,170276.1211,159015.3021,205105.6289,249462.066,265885.6765,277115.2566,260664.56,305374.633,338295.4793,..
S12,F5,FI,ASS,16109.10054,16632.78245,14871.18035,19520.80233,28570.824,30820.02101,29961.55609,32736.21921,30850.03801,38783.07333,43750.35421,61406.44197,71354.15909,43638.14517,70768.03441,81055.22825,71126.97692,81228.86098,..
S12,F6,FI,ASS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..
S12,F7,FI,ASS,9838.160138,7582.121287,7669.22061,9371.291871,5756.358001,5764.447502,4906.197098,5090.389802,5816.115003,6852.725105,6246.511502,6993.269997,9525.959098,20385.62159,11438.364,19704.94141,18390.20071,21469.27679,..
S12,F_LI,FI,LIAB,158516.8778,153064.8737,145184.313,162721.1893,159435.043,165905.3586,171571.4839,208134.4404,288462.8851,363278.8807,354628.4374,439896.4378,541853.5121,614925.428,683187.2629,757638.7624,915765.4887,917720.5443,..
S12,F2,FI,LIAB,78030.03301,72263.17251,66354.33364,75241.01969,69119.49381,69896.36852,79168.06027,95828.10864,116706.2521,140921.504,131197.9761,154873.9319,202145.8278,231706.9163,259014.1176,317570.6456,392029.7038,411230.5919,..
S12,F3,FI,LIAB,37721.13202,35179.66002,31532.4305,30272.35295,27613.4402,22373.87251,17833.10549,23844.29191,51108.55802,79030.40415,77946.31812,91557.83996,120825.5517,202226.5352,196559.7858,219838.3051,323531.9317,276697.9709,..
S12,F4,FI,LIAB,12866.54554,11612.60386,10001.13752,8033.035923,9363.876601,9694.879503,10733.3527,12752.19201,15484.38001,17329.99831,16164.2494,21436.80899,20038.2252,21845.51489,30481.6554,5171.094003,6463.030502,9206.773197,..
S12,F5,FI,LIAB,7123.526378,9565.354295,12971.4249,20804.22128,26031.1952,28907.84351,30604.02379,35839.32251,54042.50703,66669.34664,72755.63812,103110.564,116605.041,85169.25655,110215.9842,112736.5303,104174.4768,118421.4276,..
S12,F6,FI,LIAB,14170.66105,15759.59658,16031.65452,20794.88733,21421.0858,26696.04501,27564.42009,34300.87961,44570.00702,51371.60153,48419.60681,57641.13898,67074.76439,59490.99986,66482.24941,63438.76744,59228.27252,65318.21638,..
S12,F7,FI,LIAB,8604.979777,8684.486439,8293.331955,7575.672076,5885.951401,8336.349503,5668.521598,5569.645702,6551.181003,7956.026105,8144.648802,11276.154,15164.1021,14486.20529,20433.4704,38883.42002,30338.07331,36845.56439,..
S13,BF90,FI,ASS,9570.789174,8511.641729,8809.951364,19841.65707,61781.89541,38245.41101,38852.11049,47177.86692,70661.06103,96801.72286,108815.528,151560.3599,191983.9215,135121.5446,156015.5394,156566.5627,132499.2417,140653.3176,..
S13,F_AS,FI,ASS,95049.0133,92516.73155,84924.11409,103062.0424,129177.4956,102671.37,100108.6296,121652.3462,165130.9351,203488.2054,198631.9876,251032.0529,301515.5219,239241.5801,284593.4112,294756.3668,274475.0071,303051.6665,..
S13,F1,FI,ASS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..
S13,F2,FI,ASS,4864.514566,3908.851113,5159.61295,3653.077048,4292.6558,4819.990001,3251.115699,4914.208202,10607.937,13254.59511,11005.4213,13728.40799,16539.0435,16703.18339,15026.8986,20509.33381,23096.11501,21369.00239,..
S13,F3,FI,ASS,16743.4245,19294.59098,14377.59493,18676.0793,19742.3992,23840.34051,26998.62549,36221.04932,44658.41702,57344.41004,52725.51181,60181.63197,65854.39349,61820.70566,69204.98341,55416.22263,55345.27862,58597.19278,..
S13,F4,FI,ASS,38882.01309,31645.94594,25649.98912,26293.75418,22108.2322,19684.72751,18156.54259,21884.27161,24805.32001,26134.61272,23053.69741,26657.39699,29917.48829,33155.86078,38180.22181,36609.20762,34642.87861,40111.07939,..
S13,F5,FI,ASS,28225.37041,31539.67845,31854.90631,46479.60088,75672.49961,46570.59451,44175.16249,50205.46382,74998.20304,95707.95656,103141.171,140749.1069,176859.5661,115584.86,151437.3126,170386.8793,149618.8327,170754.1092,..
S13,F6,FI,ASS,35.46757676,33.28861085,71.29567214,65.33769233,66.30360001,50.24700002,59.04709998,81.79860003,99.77700005,115.7785001,84.93840002,86.92199996,135.4332,129.4280999,135.4164,125.6028001,121.6266,110.8296,..
S13,F7,FI,ASS,6298.22315,6094.376448,7810.715097,7894.193326,7295.405201,7705.470502,7468.136198,8345.554603,9961.281005,10930.85251,8621.247602,9628.586996,12209.5974,11847.54209,10608.5784,11709.12061,11650.2756,12109.4532,..
S13,F_LI,FI,LIAB,85478.22412,84005.08982,76114.16272,83220.38537,67395.60021,64425.95902,61256.51908,74474.47923,94469.87404,106686.4826,89816.45953,99471.69296,109531.6005,104120.0354,128577.8718,138189.8041,141975.7653,162398.349,..
S13,F2,FI,LIAB,312.387503,308.559816,274.2141236,264.8510028,243.1132,235.4165001,185.0729999,247.4932001,333.4320002,407.2679003,417.6138001,509.6789998,613.8656999,617.9147996,701.5722001,660.0828004,650.8317002,699.2819998,..
S13,F3,FI,LIAB,73578.85212,72850.84452,64802.2817,68844.92631,55279.11961,52175.92652,49158.03268,58921.20952,71344.34403,81690.58545,67816.23422,75913.19697,80316.30389,75267.31106,93528.07381,104596.3999,106410.336,120432.1932,..
S13,F4,FI,LIAB,8273.494348,7306.850082,6234.532315,7374.992021,5855.813401,6038.945002,6242.247898,8233.343703,14269.37401,15007.61781,13225.6167,13745.52899,16265.2329,16836.78659,19021.6824,18245.81101,20563.95271,25944.68159,..
S13,F5,FI,LIAB,25.91861378,25.60662373,17.54970391,37.33582419,39.1794,21.40150001,14.1008,26.21750001,47.99400002,47.67350003,112.0715,19.75499999,23.5536,22.26719999,23.0496,668.1000004,674.1219002,687.4073998,..
S13,F6,FI,LIAB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..
S14_15,F7,FI,LIAB,3287.571538,3513.228776,4785.584886,6698.280208,5978.374601,5954.269502,5657.064698,7046.215303,8474.730004,9533.337906,8244.923302,9283.532996,12312.6444,11375.75579,15303.4938,14019.41041,13676.523,14634.7848,..
S14_15,BF90,FI,ASS,48994.36488,57562.40982,57805.43412,77971.20184,94397.23901,92581.02803,83618.62527,91742.37344,121146.9601,134691.2586,131800.8028,156322.6319,167976.9147,118919.3732,153007.5666,160366.7155,133851.3672,132168.2562,..
S14_15,F_AS,FI,ASS,98992.73501,101595.56,96133.98746,122202.4861,136112.2494,134972.747,126252.3941,148667.9069,197669.6041,230844.6219,227161.8524,278559.9869,318998.1815,274221.9595,319176.4548,323440.5722,300457.813,310598.6345,..
S14_15,F2,FI,ASS,54783.76472,50672.94771,44749.55126,49152.61254,44525.8812,41697.56601,40989.26299,50214.90212,64084.62003,73158.39105,70262.93202,80887.50597,101105.3001,107744.0222,113353.611,110355.4219,114406.638,117047.9322,..
S14_15,F3,FI,ASS,4376.153317,4490.121472,3394.770851,2946.029877,1849.4686,1502.7575,2010.245299,1772.303001,2294.871001,4154.405003,4406.179501,6837.863997,6388.913999,6162.447596,8368.445401,9970.724406,9688.723203,8655.263998,..
S14_15,F4,FI,ASS,366.9530057,370.0157129,350.9940782,381.5254534,390.7894,399.1845001,401.8727999,553.7136002,812.1090004,946.6595006,1107.7383,1555.376999,348.8876999,659.6657996,214.6494,40.08600002,38.81700001,48.81779999,..
S14_15,F5,FI,ASS,26997.6466,31876.40555,32983.57165,48888.92828,68107.86161,64960.06602,53573.34568,59966.76343,84692.99104,99916.84557,102487.6172,131183.7359,142496.3358,97627.75494,127614.1104,137454.8941,114688.7082,115657.2846,..
S14_15,F6,FI,ASS,11289.60251,13077.30274,13823.6824,17485.99991,18327.9224,23530.48401,24419.06039,30526.60831,39942.37502,46097.55033,44054.71681,52549.61698,62181.50399,55239.35637,61718.18521,58394.61243,54403.31942,61259.74198,..
S14_15,F7,FI,ASS,1178.614858,1108.766808,831.4172228,3347.389987,2910.3262,2882.689001,4858.606898,5633.616402,5842.638003,6570.770404,4842.668501,5545.886998,6477.239999,6788.712596,7907.453401,7224.833404,7231.607102,7929.593998,..
S14_15,F_LI,FI,LIAB,49998.37013,44033.15017,38328.55334,44231.28422,41715.0104,42391.71901,42633.76879,56925.53342,76522.64404,96153.36326,95361.04953,122237.3549,151021.2669,155302.5863,166168.8882,163073.8567,166606.4458,178430.3784,..
S14_15,F2,FI,LIAB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..
S14_15,F3,FI,LIAB,15.00551324,7.68198712,4.387425978,2.333489012,2.0092,3.722000001,7.931699997,10.487,0,2.724200002,0,0,0,0,0,48.10320003,77.63400003,108.1908,..
S14_15,F4,FI,LIAB,46583.9338,41854.02649,36343.24309,41593.27489,39822.344,40249.70801,40516.88619,53426.02152,72830.89503,89641.16316,88978.87253,112025.337,139288.6299,141331.31,153652.9554,151483.6579,154975.5787,166090.0302,..
S14_15,F5,FI,LIAB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..
S14_15,F6,FI,LIAB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..
S14_15,F7,FI,LIAB,3399.430819,2171.441693,1980.922829,2635.675839,1890.6572,2138.289001,2108.950899,3489.024901,3691.749002,6509.475904,6382.177002,10212.018,11732.637,13971.27629,12515.9328,11542.09561,11553.2331,12232.1574,..
S2,BF90,FI,ASS,57207.83717,55524.12257,51958.09215,100356.3619,215370.1664,187998.2201,102252.8325,52785.26582,36034.65302,26308.96152,31920.32261,32067.63299,78246.53129,14505.68909,4834.653601,-8610.472805,-40990.75201,-21116.99699,..
S2,F_AS,FI,ASS,114112.8358,123211.3914,126932.621,185077.1807,325891.2354,339632.5001,267553.8669,272670.3897,355015.4072,423621.2729,422929.5283,519995.0608,681973.8785,651637.0823,714664.3729,798379.5005,912524.2692,934463.7303,..
S2,F2,FI,ASS,7165.814643,7099.43643,6512.037008,11025.73558,9842.066201,13990.998,25705.75839,29381.42791,30476.19001,43149.96593,41721.27021,52690.53598,71351.21489,83389.27225,107543.6712,162603.5143,232489.246,243647.0009,..
S2,F3,FI,ASS,61695.84977,59724.88919,55939.68122,54556.97309,51002.53741,52820.76302,51454.70048,71317.89223,115304.3221,152969.2785,141151.105,166559.6729,196581.2898,270624.415,290348.6082,321199.7648,422429.8843,401452.5185,..
S2,F4,FI,ASS,16099.55157,19416.22245,19937.5605,20720.21568,22761.2222,30486.90201,30326.41429,43216.92702,55771.55403,62062.72444,61304.29022,70555.64097,87837.26278,108864.3407,107439.948,79883.38085,77395.92243,87142.41178,..
S2,F5,FI,ASS,21704.79284,28955.97012,37447.77758,90696.88416,235737.4268,232566.3786,154495.4151,121080.8047,141354.9601,150637.3633,163873.3067,212217.4289,302740.3091,163268.6771,176136.3996,178949.2489,142285.0074,162361.4058,..
S2,F6,FI,ASS,362.860593,393.0616743,289.5701146,1031.402143,1169.3544,1369.696,1399.5044,1387.430101,1663.371001,1833.386601,1559.5634,1635.713999,1979.9745,1537.828499,1982.2656,2383.780801,2026.247401,130.6206,..
S2,F7,FI,ASS,7083.966389,7621.811554,6805.994548,7045.970071,5378.628401,8397.762503,4172.074199,6285.907803,10445.01,12968.55411,13319.9927,16336.06799,21483.8274,23952.54869,31213.4802,53359.81083,35897.96161,39729.77279,..
S2,F_LI,FI,LIAB,56904.99863,67687.26884,74974.52883,84720.8188,110521.069,151634.28,165301.0344,219885.1239,318980.7541,397312.3114,391009.2057,487927.4278,603727.3472,637131.3932,709829.7193,806989.9733,953515.0212,955580.7273,..
S2,F2,FI,LIAB,19276.62797,16536.75761,19035.94446,20829.88966,22782.3188,24319.54801,33341.34159,37841.29082,56521.77603,63260.01034,62985.36272,69740.41797,87787.21138,83984.91985,111125.0028,140836.8163,170109.0331,159048.3924,..
S2,F3,FI,LIAB,3032.477813,6930.432713,8739.752548,11341.92334,22623.592,33870.20001,38002.53729,56660.21232,94935.92104,130764.3243,124046.6347,153815.0639,184676.4171,248025.9905,261592.7916,307112.2082,405464.2675,359628.8579,..
S2,F4,FI,LIAB,10509.31582,17171.80188,17793.20605,16528.10267,15454.7664,22333.86101,26315.61799,44474.31832,63824.44203,72157.24755,64509.53512,71772.54897,84954.89098,92113.83955,82580.95441,69261.92704,103158.7653,131315.9238,..
S2,F5,FI,LIAB,14735.41401,16804.34682,20313.78228,27578.33988,40253.3174,60791.42602,56954.01248,70551.29253,89112.22804,113806.1793,122817.3873,174823.8479,221833.6932,178095.8489,231129.864,259711.8494,243051.3517,272206.7333,..
S2,F6,FI,LIAB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..
S2,F7,FI,LIAB,9351.163026,10243.92982,9091.843483,8442.563244,9407.074401,10319.245,10687.5251,10358.0099,14586.38701,17324.54991,16650.2858,17775.54899,24475.1346,34910.79448,23401.1064,30067.17242,31731.60361,33380.81999,..
S1,BF90,FR,ASS,172522.0459,177807.3093,204868.1187,251686.0607,132690.5818,221237.5411,163063.4137,-36301.79922,-47882.85602,-118622.5649,-13156.0144,-70326.48297,-119325.4818,-325355.8009,-333629.9947,-348539.753,-469776.2732,-559372.8238,..
S1,F_AS,FR,ASS,1402399.922,1451944.6,1605644.843,1954860.6,2223715.252,2364541.006,2337748.717,2524910.946,3415119.164,4273847.552,4742856.444,6188585.631,7604687.53,6688941.623,7096238.576,6989639.489,6675030.842,6949154.455,..
S1,F1,FR,ASS,32685.40025,31441.34546,25819.38594,30966.6401,28618.0402,26904.47701,27475.40879,33939.07811,41321.57102,42912.96053,47464.04981,56509.83598,71339.43809,70237.70726,101640.0924,125427.7579,138197.5773,145643.2884,..
S1,F2,FR,ASS,534345.2499,492021.6095,482791.8448,476948.7953,451656.1048,412624.6421,463146.9449,559960.7061,655403.5383,813450.2068,998088.7244,1230125.411,1587565.635,1384386.616,1353329.893,1437199.35,1487577.422,1389772.837,..
S1,F3,FR,ASS,184424.3187,216100.0674,293907.2077,440846.1335,525733.2997,563999.3127,643214.1609,839768.5481,1157483.929,1463287.686,1568728.49,2108781.716,2723713.278,2924667.29,2848894.545,2629148.544,2629156.927,2611315.578,..
